0,1,2,3,4,5,6
Table 4,,,,,,
Person to person transmission of avian influenza,,,,,,
,Hong Kong,Hong Kong,Netherlands,Thailand,Vietnam,Indonesia
,1997,1997,2003,2004,2004,2006
,[59],[60],[53],[61],[62],[64]
Influenza subtype,H5N1,H5N1,H7N7,H5N1,H5N1,H5N1
Location,Household,Hospital,Household,Hospital,Hospital,Household
Transmission to,Family,Health care,Family,Family,Health Care,Family
,member,worker,member,member,worker,member
Number of cases,1,8,3,2,0,7
Clinical presentation,Seropositive,Seropositive,Conjunctivitis,"Pneumonia,",N/A,"Pneumonia,"
,,,and ILI,death,,death
