0,1,2,3,4,5
,,,Table 3. Cont.,,
,,,,,Paessler S
,,,"Alveolar oedema, DAH,",,"Annu Rev Pathol. 2013 [91],"
,Bunyavirus,Hantavirus,,Pneumonia,
,,,Bronchopneumonia,,Safronetz D
Buanyaviridae,,,,,Proc Natl Acad Sci USA. 2014 [94]
,,Crimean-Congo,,,
,,,,,Paessler S
,Nairoviridae,Hemorrhagic,Alveolar oedema,Pneumonia,
,,,,,Annu Rev Pathol. 2013 [91]
,,Fever (CCHF),,,
,Ebolavirus,Ebola virus,,,
,,,,,Paessler S
,,,,,"Annu Rev Pathol. 2013 [91],"
,,,"Pneumonia, Pulmonary oedema,","Cough, Bronchitis,",Marcinkiewicz J
Filoviridae,,,,,
,,,Pulomnary eﬀusion,Pneumonia,"Folia Med Cracov. 2014 [27],"
,Marburgvirus,Marburgvirus,,,
,,,,,Martines RB
,,,,,J Pathol. 2015 [9]
,,,,◦,
